##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_CD_Jun14_Log2_**
GeneNetwork Accession Number: GN714
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=714

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD60	BXD61	BXD62	BXD63	BXD64	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD65b	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	
328.0483929_MZ	Cyclic AMP	Un	1.0	None	None	None	None	Cyclic AMP is an adenine nucleotide containing one phosphate group which is esterified to both the 3'- and 5'-positions of the sugar moiety. It is a second messenger and a key intracellular regulator, functioning as a mediator of activity for a number of hormones, including epinephrine, glucagon, and ACTH. cAMP is synthesized from ATP by adenylate cyclase. Adenylate cyclase is located at the cell membranes. Adenylate cyclase is activated by the hormones glucagon and adrenaline and by G protein. Liver adenylate cyclase responds more strongly to glucagon, and muscle adenylate cyclase responds more strongly to adrenaline. cAMP decomposition into AMP is catalyzed by the enzyme phosphodiesterase.	C10H12N5O6P, Adenosine 2',3'-cyclic phosphate		None	None	None	16.761	16.773	16.574	16.107	16.552	17.007	17.455	16.287	15.502	16.399	16.294	15.702	18.585	16.8	16.312	17.256	16.695	17.628	17.004	17.763	16.597	15.595	17.118	16.909	17.114	16.827	16.007	16.824	15.631	16.0	16.45	17.159	17.324	17.856	17.029	16.304	16.393	15.932	16.428	15.841	16.177	
328.2123871_MZ	6-Keto-decanoylcarnitine	Un	1.0	None	None	None	None		C17H31NO5		None	None	None	14.446	11.625	10.776	11.854	11.117	13.224	11.754	11.515	10.844	13.04	12.511	11.161	11.181	14.141	10.926	11.378	11.87	11.051	10.938	11.132	12.872	10.97	12.891	12.227	11.335	11.167	11.058	11.267	11.074	10.933	14.394	11.065	11.322	11.114	11.384	10.835	11.148	10.893	11.615	10.976	10.878	
328.9832435_MZ	Ribose 1,5-bisphosphate	Un	1.0	None	None	None	None	Ribose 1,5-bisphosphate (Rib-1,5-P2), a newly discovered activator of phosphofructokinase. It forms rapidly during the initiation of glycolytic flux and disappears within 20 s/ Ribose 1,5-bisphosphate is a potent regulator of the fructose 6-phosphate/fructose 1,6-bisphosphate cycle in the liver. Ribose 1,5-bisphosphate is a substrate for Ribose 1,5-bisphosphate phosphokinase (EC 2.7.4.23), an enzyme that catalyzes the chemical reaction. ATP + ribose 1,5-bisphosphate <-> ADP + 5-phospho-alpha-D-ribose 1-diphosphate.	C5H12O11P2		None	None	None	13.86	13.973	13.975	14.148	14.22	13.97	13.944	13.883	13.903	14.006	13.973	14.043	14.089	14.1	13.988	14.234	14.016	13.843	14.029	13.81	14.029	13.922	13.904	13.938	13.845	13.984	14.08	14.185	14.002	13.726	13.974	14.061	14.065	14.15	13.973	14.003	13.877	14.002	14.007	13.901	14.039	
329.0295809_MZ	Inosine 2',3'-cyclic phosphate	Un	1.0	None	None	None	None	Inosine-2',3'-cyclic phosphate is a cyclic nucleotide. A cyclic nucleotide is any nucleotide in which the phosphate group is bonded to two of the sugar's hydroxyl groups, forming a cyclical or ring structure. 2',3' cyclic IMP is a substrate for 2',3'-cyclic-nucleotide 3'-phosphodiesterase (EC 3.1.4.37). This enzyme (also called CNP) catalyzes the chemical reaction: nucleoside 2',3'-cyclic phosphate + H2O <-> nucleoside 2'-phosphate. CNP is a myelin-associated enzyme that makes up 4% of total CNS myelin protein, and is thought to undergo significant age-associated changes. The absence of CNP causes axonal swelling and neuronal degeneration. The biological role of cyclic 2',3' monophosphates is not clear, although it is thought to have something to do with neuronal stasis or development.	C10H11N4O7P		None	None	None	13.868	14.359	14.251	13.122	13.379	14.012	13.281	13.174	13.548	13.9	13.534	13.589	13.273	13.481	13.445	13.572	13.232	14.032	13.714	13.49	13.852	14.161	13.626	13.89	13.694	13.499	13.563	13.497	13.925	14.006	13.899	13.758	13.657	13.104	13.364	13.65	13.27	13.935	13.517	14.076	13.648	
329.1597973_MZ	Picrocrocin	Un	1.0	None	None	None	None	Picrocrocin is a glycoside formed from glucose and safranal. It is found in the spice saffron, which comes from the crocus flower. Picrocrocin has a bitter taste and is the chemical most responsible for the taste of saffron. It is believed that picrocrocin is a degradation product of the carotenoid zeaxanthin (Wikipedia).	C16H26O7		None	None	None	13.795	13.675	12.992	14.089	13.907	13.627	13.967	14.707	12.792	13.513	13.442	13.241	13.228	13.906	14.131	14.394	15.245	12.884	13.394	13.04	13.539	12.94	13.556	13.483	13.807	13.247	12.995	14.134	13.232	12.912	14.099	14.025	13.83	12.775	13.676	12.839	13.015	13.065	13.727	12.81	12.847	
329.2333228_MZ	9_10_13-TriHOME	Un	1.0	None	None	None	None	9,10,13-TriHOME is a trihydroxyoctadecenoic acid metabolite of linoleic acid, one of the major fatty acids found in lipids. Vascular tissue converts various polyunsaturated fatty acids to monohydroxy and trihydroxy metabolites derived from hydroperoxides which may be involved in regulating prostaglandin synthesis.	C18H34O5, 9_12_13-TriHOME		None	None	None	13.852	13.785	12.91	14.323	13.727	13.876	14.683	14.286	13.992	13.56	13.584	13.495	13.748	14.087	13.69	13.815	14.709	14.005	13.759	13.83	14.234	13.116	14.191	13.543	13.991	13.275	13.445	13.265	13.679	13.372	14.21	14.11	13.109	14.169	14.09	13.381	13.663	12.998	14.355	13.725	14.039	
329.2479124_MZ	Docosapentaenoic acid	Un	1.0	None	None	None	None	Docosapentaenoic acid (also known as clupanodonic acid) is an essential omega-3 fatty acid (EFA) which is prevalent in fish oils. Docosapentaenoic acid, commonly called DPA, is an intermediary between eicosapentaenoic acid (EPA, 20:5 &#969;-3) and docosahexaenoic acid (DHA, 22:6 &#969;-3). Seal oil is a rich source. There are three functions of docosapentaenoic acid. The most important is as part of phospholipids in all animal cellular membranes: a deficiency of docosapentaenoic acid leads to faulty membranes being formed. A second is in the transport and oxidation of cholesterol: clupanodonic acid tends to lower plasma cholesterol. A third function is as a precursor of prostanoids which are only formed from docosapentaenoic acid. Deficiency of this in experimental animals causes lesions mainly attributable to faulty cellular membranes: sudden failure of growth, lesions of skin and kidney and connective tissue, erythrocyte fragility, impaired fertility, uncoupling of oxidation and phosphorylation. In man pure deficiency of docosapentaenoic acid has been studied particularly in persons fed intravenously. A relative deficiency (that is, a low ratio in the body of docosapentaenoic to long-chain saturated fatty acids and isomers of docosapentaenoate) is common on Western diets and plays an important part in the causation of atherosclerosis, coronary thrombosis, multiple sclerosis, the triopathy of diabetes mellitus, hypertension and certain forms of malignant disease. Various factors affect the dietary requirement of docosapentaenoic acid. (PMID: 6469703).	C22H34O2, 4_7_10_13_16-Docosapentaenoic acid		None	None	None	14.229	14.522	13.994	15.291	14.584	14.611	15.753	15.314	14.857	13.965	14.442	14.83	15.408	14.974	14.007	14.246	15.531	15.746	14.63	15.506	14.428	13.803	14.818	13.915	14.821	14.054	14.258	13.606	14.901	13.987	15.665	15.117	13.285	15.808	14.667	14.835	14.658	13.344	15.175	14.602	14.9	
331.2636078_MZ	Adrenic acid	Un	1.0	None	None	None	None	Adrenic acid, which is a prostacyclin inhibitor, appears to be potential prothrombotic agent. (PMID 1642692).	C22H36O2		None	None	None	13.049	13.347	12.766	13.619	13.226	13.313	14.146	13.994	13.227	12.954	13.228	13.511	14.39	13.935	13.289	13.176	14.165	14.32	13.083	14.134	13.397	12.296	13.606	12.731	13.596	13.216	13.076	12.237	13.606	13.044	14.302	13.549	12.135	14.505	13.359	13.874	13.317	12.491	13.715	13.301	13.816	
333.0588962_MZ	1-(sn-Glycero-3-phospho)-1D-myo-inositol	Un	1.0	None	None	None	None	1-(sn-Glycero-3-phospho)-1D-myo-inositol or glycerophosphoinositol is produced through deacylation by phospholipase B of the essential phospholipid phosphatidylinositol. Glycerophosphoinositols are ubiquitous phosphoinositide metabolites involved in the control of several cell functions. They exert their actions both intracellularly and by rapidly equilibrating across the plasma membrane. Their transport is mediated by the Glut2 transporter, the human ortholog of GIT1 (PMID: 17141226). Glycerophosphoinositol is a substrate for glycerophosphoinositol inositolphosphodiesterase (EC 3.1.4.43) and is involved in the following reaction: 1-(sn-glycero-3-phospho)-1D-myo-inositol + H2O = glycerol + 1D-myo-inositol 1-phosphate. It is also a substrate for glycerophosphoinositol glycerophosphodiesterase (EC 3.1.4.44) which catalyzes the chemical reaction:. 1-(sn-glycero-3-phospho)-1D-myo-inositol + H2O = myo-inositol + sn-glycerol 3-phosphate.	C9H19O11P		None	None	None	16.355	16.76	16.477	16.331	17.35	16.641	16.563	16.822	16.572	16.55	16.453	16.9	16.141	16.562	16.791	16.934	16.66	16.659	16.568	16.262	16.262	16.6	16.748	16.648	16.535	17.011	16.303	17.189	16.091	16.433	15.943	16.615	16.355	16.207	16.66	16.475	15.91	16.501	16.73	16.745	16.917	
333.2036844_MZ	Prostaglandin A2	Un	1.0	None	None	None	None		C20H30O4, Leukotriene B5, Delta-12-Prostaglandin J2, 15-Keto-13_14-dihydroprostaglandin A2, 12-Keto-leukotriene B4, Prostaglandin B2, Prostaglandin J2		None	None	None	14.29	14.397	14.092	14.814	14.289	14.246	14.446	14.359	14.138	14.055	14.426	14.438	14.018	14.478	14.167	14.711	14.325	14.342	13.875	14.619	14.318	13.998	14.235	14.269	14.368	14.245	14.226	14.221	14.339	14.044	14.495	14.237	13.832	14.165	14.199	14.19	14.152	14.04	14.195	13.998	13.939	
334.1248001_MZ	Aspartylglycosamine	Un	1.0	None	None	None	None	Large amount of aspartylglycosamine appears in patients with aspartylglycosaminuria, which is a metabolic disorder associated with decreased activity of aspartylglycosamine amido hydrolase.	C12H21N3O8		None	None	None	14.018	14.261	13.916	14.015	13.887	14.565	13.873	13.73	14.063	13.749	14.225	14.319	13.362	13.746	14.162	15.111	13.762	13.977	13.68	13.646	13.937	13.825	13.995	14.001	13.891	13.748	13.453	14.189	13.858	13.786	13.95	14.498	14.536	13.771	13.714	13.432	13.417	13.986	13.828	13.61	13.897	
335.2220820_MZ	11(R)-HPETE	Un	1.0	None	None	None	None	11R-HPETE is a hydroperoxyeicosatetraenoic acid eicosanoid derived from arachidonic acid. 11R-HPETE is formed from arachidonic acid in the prostaglandin endoperoxide H synthase-1 cyclooxygenase site. 11R-HPETE has been described in other mammalian tissues (rat, sheep). There are two distinct isozymes of prostaglandin H synthase (PGHS), the key enzyme in prostaglandin biosynthesis; PGHS-1 is generally considered to play a housekeeping role, whereas PGHS-2 has been linked to various pathological processes. Both PGHS isozymes have two catalytic activities; they are a cyclooxygenase activity that converts arachidonic acid (AA) to prostaglandin G2 (PGG2) and a peroxidase activity that catalyzes the transformation of PGG2 to prostaglandin H2. Oxygenase activity is completely abolished in aspirin-treated PGHS-1 (ASA-PGHS-1), whereas aspirin-treated PGHS-2 (ASA-PGHS-2) still catalyzes formation of 11(R)-HPETE. (PMID: 12664566, 15292194, 15964853, 12167656).	C20H32O4, 11H-14_15-EETA, 12(R)-HPETE, 12(S)-Leukotriene B4, Hepoxilin A3, Prostaglandin A1, 8-iso-PGA1		None	None	None	13.813	13.893	13.595	14.57	14.051	13.845	14.07	13.658	13.904	13.535	13.87	14.015	13.011	13.993	14.225	14.579	13.842	13.308	13.419	13.95	13.924	13.815	13.957	14.001	14.132	13.668	13.841	13.8	13.664	13.625	14.04	13.996	13.484	13.668	13.939	13.97	13.431	13.697	13.802	13.549	13.641	
337.2373758_MZ	8_9-DiHETrE	Un	1.0	None	None	None	None	8,9-DiHETrE is a Cytochrome P450 (P450) eicosanoid. Eicosanoids generated from arachidonic acid (AA) metabolism by cytochrome P450 (P450) enzymes are important autocrine and paracrine factors that have diverse biological functions. P450 eicosanoids are involved in the regulation of vascular tone, renal tubular transport, cardiac contractility, cellular proliferation, and inflammation. P450converts AA to 8,9- dihydroxyeicosatrienoic acid. This enzymatic pathway was first described in liver; however, it is now clear that AA can be metabolized by P450 in many tissues including the pituitary gland, eye, kidney, adrenal gland, and blood vessels. (PMID: 17431031, 11700990).	C20H34O4, 14_15-DiHETrE, 12-Keto-tetrahydro-leukotriene B4, 11_12-DiHETrE		None	None	None	13.532	13.271	13.178	13.561	13.445	13.674	14.053	13.722	13.045	13.508	13.473	13.393	13.441	13.622	13.558	13.95	14.181	13.968	13.248	13.801	13.257	13.006	13.625	13.417	13.681	13.145	13.377	13.5	13.098	13.102	13.573	13.489	13.299	13.779	13.35	13.237	13.506	13.144	13.385	12.899	12.979	
337.3105385_MZ	Cetoleic acid	Un	1.0	None	None	None	None	Cetoleic acid is a poly-unsaturated fatty acid. Source: fish oils and rapeseed. Found as a lipid membrane component.	C22H42O2, Erucic acid		None	None	None	11.948	12.054	12.543	12.013	11.819	12.054	12.305	12.545	11.865	11.965	12.207	12.156	12.912	12.862	12.156	12.12	12.145	13.568	12.075	12.938	11.772	11.404	12.019	11.76	12.524	11.765	12.291	11.724	12.344	12.492	12.208	11.732	11.288	13.34	11.979	12.599	12.119	11.462	12.31	12.1	11.565	
338.2746820_MZ	Oleoyl glycine	Un	1.0	None	None	None	None	N-oleoyl glycine is an acylglycine with oleoic acid (C18:1(9Z))moiety attached to glycine molecule. It is reported to be preferentially produced by human glycine N-acyltransferase-like 2 (hGLYATL2), a member of a gene family of 4 putative glycine conjugating enzymes, synthesizes various N-acyl glycines. Recombinantly expressed hGLYATL2 efficiently conjugated oleoyl-CoA, arachidonoyl-CoA, and other medium- and long-chain acyl-CoAs to glycine. The enzyme was specific for glycine as an acceptor molecule.	C20H37NO3		None	None	None	10.264	10.3	9.86	10.541	10.097	10.432	10.584	10.845	9.769	10.081	10.466	10.463	9.839	10.498	9.885	10.338	11.129	9.747	9.784	10.056	10.106	9.578	10.202	9.928	10.18	9.907	10.11	10.21	10.184	9.55	10.522	10.223	9.977	9.948	9.82	10.093	10.124	9.809	10.16	9.861	9.446	
338.9882089_MZ	D-Fructose 2,6-bisphosphate	Un	1.0	None	None	None	None	D-Fructose 2,6-bisphosphate is a regulatory molecule controlling the activity of the enzyme Phosphofructokinase-1 or PFK1 (in mammals). PFK1, in turn, is the key regulatory enzyme in the central metabolic pathway Glycolysis. D-Fructose 2,6-bisphosphate has the effect of increasing the activity of PFK1, thus increasing the rate at which the principle food molecule glucose is broken down. At the same time, this regulatory molecule also inhibits the opposing enzyme (FBPase1) in the reverse pathway (gluconeogenesis) so that the synthesis of glucose is not taking place in the same cell where glucose is being broken down (which would be wasteful) (Wikipedia).	C6H14O12P2, 1D-Myo-inositol 1,4-bisphosphate, Alpha-D-Glucose 1,6-bisphosphate, 1D-Myo-inositol 1,3-bisphosphate, 1D-Myo-inositol 3,4-bisphosphate, D-Tagatose 1,6-bisphosphate		None	None	None	14.349	14.502	14.632	12.915	14.424	14.366	14.906	15.776	14.575	13.997	14.232	14.686	14.354	14.195	14.252	15.354	14.616	13.961	14.335	15.648	14.266	13.971	14.017	14.426	14.769	13.731	14.851	14.725	13.889	13.543	14.941	15.055	14.293	15.109	13.68	14.806	14.991	13.684	13.602	13.834	14.496	
341.1083159_MZ	D-Maltose	Un	1.0	None	None	None	None	Maltose, or malt sugar, is a primary disaccharide in the human diet formed from two units of glucose joined with an alpha (1->4) linkage. It is the second member of an important biochemical series of glucose chains. The addition of another glucose unit yields maltotriose, Further additions will produce dextrins, also called maltodextrins, and eventually starch. Maltose can be broken down into two glucose molecules by hydrolysis in living organisms. At the surface of the small intestine, the brush border enzymes maltase, breaks down maltose. (PMID: 14522745).	C12H22O11, Melibiose, Cellobiose, Alpha-Lactose, Sucrose, Lactulose, Trehalose, Isomaltose, Galactinol, 3-b-Galactopyranosyl glucose, Epimelibiose, Turanose, Kojibiose		None	None	None	15.673	15.64	16.296	14.712	14.828	15.633	15.501	14.816	15.672	15.597	15.503	15.602	15.616	15.775	15.333	16.084	14.834	14.86	16.314	15.776	15.884	16.275	15.928	15.786	15.135	16.046	15.571	15.492	16.005	16.358	17.428	15.549	15.331	15.761	15.708	15.456	16.907	15.865	15.927	15.851	16.083	
341.1962063_MZ	2_3-Dinor-6-keto-prostaglandin F1 a	Un	1.0	None	None	None	None	2,3-dinor-6-keto-prostaglandin F1 alpha is a major urinary prostacyclin metabolite, and is significantly higher in 9 patients with severe atherosclerosis and evidence of platelet activation. Prostacyclin is a potent vasodilator and platelet inhibitor produced by vascular endothelium. Endogenous production of prostacyclin under physiologic conditions is extremely low, far below the capacity of vascular tissue to generate this substance in response to stimulation in vitro. This may reflect a low frequency or intensity of stimulation of prostacyclin production. PGI2 synthase (PGIS), a catalyst of PGI2 formation from prostaglandin H2, is widely distributed and predominantly found in vascular endothelial and smooth muscle cells. PGI2 plays an important cardioprotective role increasingly appreciated in recent years in light of adverse effects of COX-2 inhibitors in clinical trials. This cardioprotection is thought to be mediated, in part, by prostacyclin inhibition of platelet aggregation. Multiple lines of evidence suggest that prostacyclin additionally protects from cardiovascular disease by pleiotropic effects on vascular smooth muscle. PGI2 inhibits proliferation of cultured vascular SMCs by inhibiting cell cycle progression from G1 to S phase. (PMID: 6231483, 7000774, 6231483, 16303599, 16533160, 17073611, 17164138)Prostaglandins are eicosanoids. The eicosanoids consist of the prostaglandins (PGs), thromboxanes (TXs), leukotrienes (LTs) and lipoxins (LXs). The PGs and TXs are collectively identified as prostanoids. Prostaglandins were originally shown to be synthesized in the prostate gland, thromboxanes from platelets (thrombocytes) and leukotrienes from leukocytes, hence the derivation of their names. All mammalian cells except erythrocytes synthesize eicosanoids. These molecules are extremely potent, able to cause profound physiological effects at very dilute concentrations. All eicosanoids function locally at the site of synthesis, through receptor-mediated G-protein linked signaling pathways.	C18H30O6, 2_3-Dinor-TXB2		None	None	None	14.472	14.422	14.041	14.779	14.488	14.397	14.67	14.933	14.119	14.543	14.643	14.493	14.27	14.647	14.585	14.722	15.191	14.357	14.292	14.162	14.466	14.114	14.683	14.481	14.573	14.26	14.253	14.554	14.326	14.062	14.611	14.409	14.317	14.141	14.37	14.209	14.231	14.153	14.413	14.039	14.06	
