##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_HFD_Jun14_Log2_**
GeneNetwork Accession Number: GN713
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=713

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD61	BXD62	BXD63	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	BXD97	
673.5901449_MZ	Cholesterol ester (20:3(5Z,8Z,11Z))	Un	1.0	None	None	None	None	CE(20:3(5Z,8Z,11Z)) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. They are much less polar than free cholesterol and appear to be the preferred form for transport in plasma and for storage. Cholesterol esters do not contribute to membranes but are packed into intracellular lipid particles or lipoprotein particles. Because of the mechanism of synthesis, plasma cholesterol esters tend to contain relatively high proportions of C18 fatty acids. Cholesterol esters are major constituents of the adrenal glands and they also accumulate in the fatty lesions of atherosclerotic plaques. Cholesterol esters are also major constituents of the lipoprotein particles carried in blood (HDL, LDL, VLDL). The cholesterol esters in high-density lipoproteins (HDL) are synthesized largely by transfer of fatty acids to cholesterol from position sn-2 (or C-2) of phosphatidylcholine catalyzed by the enzyme lecithin cholesterol acyl transferase (LCAT). The enzyme also promotes the transfer of cholesterol from cells to HDL. As cholesterol esters accumulate in the lipoprotein core, cholesterol is removed from its surface thus promoting the flow of cholesterol from cell membranes into HDL. This in turn leads to morphological changes in HDL, which grow and become spherical. Subsequently, cholesterol esters are transferred to the other lipoprotein fractions LDL and VLDL, a reaction catalyzed by cholesteryl ester transfer protein. Another enzyme, acyl-CoA:cholesterol acyltransferase (ACAT) synthesizes cholesterol esters from CoA esters of fatty acids and cholesterol. Cholesterol ester hydrolases liberate cholesterol and free fatty acids when required for membrane and lipoprotein formation, and they also provide cholesterol for hormone synthesis in adrenal cells.	C47H78O2		None	None	None	11.437	11.521	11.183	12.479	11.254	11.382	12.762	9.795	11.14	11.511	11.003	12.187	10.765	11.732	12.168	12.072	11.065	11.356	10.291	10.082	11.404	11.033	11.634	11.253	10.407	11.621	11.998	9.616	10.769	11.443	13.067	11.001	10.11	11.12	8.983	11.199	10.35	10.837	9.727	
674.4011680_MZ	Phosphatidylserine with formula C34H62NO10P	Un	1.0	None	None	None	None	PS(14:1(9Z)/14:1(9Z)) is a phosphatidylserine (PS or GPSer). It is a glycerophospholipid in which a phosphorylserine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoserines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PS(14:1(9Z)/14:1(9Z)), in particular, consists of one chain of myristoleic acid at the C-1 position and one chain of myristoleic acid at the C-2 position. The myristoleic acid moiety is derived from milk fats, while the myristoleic acid moiety is derived from milk fats. Phosphatidylserine or 1,2-diacyl-sn-glycero-3-phospho-L-serine is distributed widely among animals, plants and microorganisms. It is usually less than 10% of the total phospholipids, the greatest concentration being in myelin from brain tissue. However, it may comprise 10 to 20 mol% of the total phospholipid in the plasma membrane and endoplasmic reticulum of the cell. Phosphatidylserine is an acidic (anionic) phospholipid with three ionizable groups, i.e. the phosphate moiety, the amino group and the carboxyl function. As with other acidic lipids, it exists in nature in salt form, but it has a high propensity to chelate to calcium via the charged oxygen atoms of both the carboxyl and phosphate moieties, modifying the conformation of the polar head group. This interaction may be of considerable relevance to the biological function of phosphatidylserine, especially during bone formation for example. As phosphatidylserine is located entirely on the inner monolayer surface of the plasma membrane (and of other cellular membranes) and it is the most abundant anionic phospholipids. Therefore phosphatidylseriine may make the largest contribution to interfacial effects in membranes involving non-specific electrostatic interactions. This normal distribution is disturbed during platelet activation and cellular apoptosis. In human plasma, 1-stearoyl-2-oleoyl and 1-stearoyl-2-arachidonoyl species predominate, but in brain (especially grey matter), retina and many other tissues 1-stearoyl-2-docosahexaenoyl species are very abundant. Indeed, the ratio of n-3 to n-6 fatty acids in brain phosphatidylserine is very much higher than in most other lipids. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. Phosphatidylserines typically carry a net charge of -1 at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PS biosynthesis involves an exchange reaction of serine for ethanolamine in PE.	C34H62NO10P		None	None	None	11.656	12.693	12.964	12.83	13.864	14.135	12.611	11.293	13.233	13.626	14.523	13.321	12.568	13.394	11.895	11.707	11.822	11.161	11.83	12.826	13.615	10.187	12.558	13.153	12.968	12.542	12.08	12.283	13.958	11.689	12.495	11.312	13.272	11.87	12.825	12.189	12.929	14.005	12.053	
674.5138333_MZ	Phosphatidylethanolamine (14:0/P-18:0)	Un	1.0	None	None	None	None	PE(14:0/P-18:0) is a phosphatidylethanolamine (PE or GPEtn). It is a glycerophospholipid in which a phosphorylethanolamine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PE(14:0/P-18:0), in particular, consists of one chain of myristic acid at the C-1 position and one chain of plasmalogen 18:0 at the C-2 position. The myristic acid moiety is derived from nutmeg and butter, while the plasmalogen 18:0 moiety is derived from animal fats, liver and kidney. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PEs are neutral zwitterions at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PE synthesis can occur via two pathways. The first requires that ethanolamine be activated by phosphorylation and then coupled to CDP. The ethanolamine is then transferred from CDP-ethanolamine to phosphatidic acid to yield PE. The second involves the decarboxylation of PS. Plasmalogens are glycerol ether phospholipids. They are of two types, alkyl ether (-O-CH2-) and alkenyl ether (-O-CH=CH-). Dihydroxyacetone phosphate (DHAP) serves as the glycerol precursor for the synthesis of plasmalogens. Three major classes of plasmalogens have been identified: choline, ethanolamine and serine derivatives. Ethanolamine plasmalogen is prevalent in myelin. Choline plasmalogen is abundant in cardiac tissue. Usually, the highest proportion of the plasmalogen form is in the ethanolamine class with rather less in choline, and commonly little or none in other phospholipids such as phosphatidylinositol. In choline plasmalogens of most tissues, a higher proportion is often of the O-alkyl rather than the O-alkenyl form, but the reverse tends to be true in heart lipids. In animal tissues, the alkyl and alkenyl moieties in both non-polar and phospholipids tend to be rather simple in composition with 16:0, 18:0 and 18:1 (double bond in position 9) predominating. Ether analogues of triacylglycerols, i.e. 1-alkyldiacyl-sn-glycerols, are present at trace levels only if at all in most animal tissues, but they can be major components of some marine lipids.	C37H74NO7P		None	None	None	11.816	10.569	10.887	11.23	12.197	10.855	12.114	12.095	11.144	11.47	11.599	11.298	11.765	10.958	11.042	12.501	10.428	11.876	10.894	10.686	11.055	11.39	11.023	10.863	11.455	11.079	11.923	10.448	10.763	11.326	12.045	12.029	11.3	10.475	10.199	11.167	10.954	11.038	10.465	
675.4745218_MZ	Phosphatidic Acid with formula C37H69O7P	Un	1.0	None	None	None	None	2-(9Z,12Z-octadecadienoyl)-1-(1Z-hexadecenyl)-sn-glycero-3-phosphate is an intermediate of ether lipid metabolism. Ether lipids are lipids in which one or more of the carbon atoms on glycerol is bonded to an alkyl chain via an ether linkage, as opposed to the usual ester linkage. 2-(9Z,12Z-octadecadienoyl)-1-(1Z-hexadecenyl)-sn-glycero-3-phosphate is irreversibly produced from 2-(9Z,12Z-octadecadienoyl)-1-(1Z-hexadecenyl))-sn-glycero-3-phosphoethanolamine via the enzyme phospholipase D (EC: 3.1.4.4). Plasmalogens are glycerol ether phospholipids. They are of two types, alkyl ether (-O-CH2-) and alkenyl ether (-O-CH=CH-). Dihydroxyacetone phosphate (DHAP) serves as the glycerol precursor for the synthesis of plasmalogens. Three major classes of plasmalogens have been identified: choline, ethanolamine and serine derivatives. Ethanolamine plasmalogen is prevalent in myelin. Choline plasmalogen is abundant in cardiac tissue. Usually, the highest proportion of the plasmalogen form is in the ethanolamine class with rather less in choline, and commonly little or none in other phospholipids such as phosphatidylinositol. In choline plasmalogens of most tissues, a higher proportion is often of the O-alkyl rather than the O-alkenyl form, but the reverse tends to be true in heart lipids. In animal tissues, the alkyl and alkenyl moieties in both non-polar and phospholipids tend to be rather simple in composition with 16:0, 18:0 and 18:1 (double bond in position 9) predominating. Ether analogues of triacylglycerols, i.e. 1-alkyldiacyl-sn-glycerols, are present at trace levels only if at all in most animal tissues, but they can be major components of some marine lipids.	C37H69O7P		None	None	None	15.72	13.868	13.607	14.595	15.506	14.04	15.819	16.227	14.043	14.69	14.725	13.567	15.094	13.432	14.566	17.629	13.377	15.126	13.752	13.085	14.08	15.66	14.327	14.568	13.802	14.022	16.302	14.513	14.584	14.516	16.05	16.194	14.509	13.523	14.306	15.454	14.021	13.981	14.697	
675.5865555_MZ	Diglyceride (16:1(9Z)/24:1(15Z)/0:0)	Un	1.0	None	None	None	None	DG(16:1(9Z)/24:1(15Z)/0:0) is a diglyceride, or a diacylglycerol (DAG). It is a glyceride consisting of two fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Diacylglycerols can have many different combinations of fatty acids attached at both the C-1 and C-2 positions. DG(16:1(9Z)/24:1(15Z)/0:0), in particular, consists of one chain of palmitoleic acid at the C-1 position and one chain of nervonic acid at the C-2 position. The palmitoleic acid moiety is derived from animal fats and vegetable oils, while the nervonic acid moiety is derived from fish oils. Mono- and diacylglycerols are common food additives used to blend together certain ingredients, such as oil and water, which would not otherwise blend well. Dacylglycerols are often found in bakery products, beverages, ice cream, chewing gum, shortening, whipped toppings, margarine, and confections. Synthesis of diacylglycerol begins with glycerol-3-phosphate, which is derived primarily from dihydroxyacetone phosphate, a product of glycolysis (usually in the cytoplasm of liver or adipose tissue cells). Glycerol-3-phosphate is first acylated with acyl-coenzyme A (acyl-CoA) to form lysophosphatidic acid, which is then acylated with another molecule of acyl-CoA to yield phosphatidic acid. Phosphatidic acid is then de-phosphorylated to form diacylglycerol.Diacylglycerols are precursors to triacylglycerols (triglyceride), which are formed by the addition of a third fatty acid to the diacylglycerol under the catalysis of diglyceride acyltransferase. Since diacylglycerols are synthesized via phosphatidic acid, they will usually contain a saturated fatty acid at the C-1 position on the glycerol moiety and an unsaturated fatty acid at the C-2 position.	C43H80O5		None	None	None	10.262	10.684	10.193	9.55	6.109	10.008	11.032	9.661	7.617	8.112	9.055	10.112	7.503	9.141	11.519	11.41	8.813	9.98	9.391	7.753	8.386	10.7	8.572	6.346	7.301	9.259	10.54	8.705	10.542	10.358	10.642	8.425	8.155	8.571	7.901	9.523	7.668	8.145	9.224	
677.4202509_MZ	Fucoxanthin	Un	1.0	None	None	None	None	Fucoxanthin is a carotenoid, with formula C40H60O6. It is found as an accessory pigment in the chloroplasts of brown algae and most other heterokonts, giving them a brown or olive-green color. Fucoxanthin absorbs light primarily in the blue-green to yellow-green part of the visible spectrum, peaking at around 510-525 nm by various estimates and absorbing significantly in the range of 450 to 540 nm. -- Wikipedia.	C42H58O6		None	None	None	11.167	11.538	11.917	11.577	12.279	12.563	11.943	11.26	11.923	12.02	12.825	11.655	11.78	12.2	11.095	10.745	11.112	11.069	10.962	11.064	12.16	10.525	11.42	11.789	11.231	11.373	11.121	10.666	12.431	11.54	11.469	10.563	11.388	11.376	11.302	11.284	11.406	12.124	10.838	
678.0947527_MZ	UDP-N-acetylmuraminate	Un	1.0	None	None	None	None	UDP-N-acetylmuraminate is a nucleoside diphosphate sugar which is formed from UDP-N-acetylglucosamine and phosphoenolpyruvate. It serves as the building block upon which peptidoglycan is formed.	C20H31N3O19P2		None	None	None	13.689	14.453	13.328	14.488	13.194	14.313	13.671	13.647	13.13	14.203	13.598	13.842	14.416	14.159	14.981	13.63	13.543	13.317	13.44	13.885	13.345	13.915	13.873	13.411	13.863	13.696	13.666	14.37	14.063	14.205	14.778	13.578	13.865	13.581	14.565	14.296	13.354	13.627	14.384	
678.6913490_MZ	Ceramide (d18:0/26:0)	Un	1.0	None	None	None	None	Ceramides (N-acylsphingosine) are one of the hydrolysis byproducts of sphingomyelin by the enzyme sphingomyelinase (sphingomyelin phosphorylcholine phosphohydrolase E.C.3.1.4.12) which has been identified in the subcellular fractions of human epidermis (PMID 25935) and many other tissues. They can also be synthesized from serine and palmitate in a de novo pathway and are regarded as important cellular signals for inducing apoptosis (PMID 14998372). Is key in the biosynthesis of glycosphingolipids and gangliosides.	C44H89NO3		None	None	None	10.858	11.331	11.05	11.524	11.192	11.183	11.073	10.718	10.948	11.169	11.117	10.842	10.78	11.227	11.858	10.808	10.834	10.984	11.015	10.939	11.275	10.922	11.014	11.05	11.21	11.162	11.253	11.036	10.999	10.765	11.855	10.947	10.902	10.931	11.402	11.124	10.923	10.874	10.979	
679.6246213_MZ	Diglyceride (16:0/24:0/0:0)	Un	1.0	None	None	None	None	DG(16:0/24:0/0:0) is a diglyceride, or a diacylglycerol (DAG). It is a glyceride consisting of two fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Diacylglycerols can have many different combinations of fatty acids attached at both the C-1 and C-2 positions. DG(16:0/24:0/0:0), in particular, consists of one chain of palmitic acid at the C-1 position and one chain of lignoceric acid at the C-2 position. The palmitic acid moiety is derived from fish oils, milk fats, vegetable oils and animal fats, while the lignoceric acid moiety is derived from groundnut oil. Mono- and diacylglycerols are common food additives used to blend together certain ingredients, such as oil and water, which would not otherwise blend well. Dacylglycerols are often found in bakery products, beverages, ice cream, chewing gum, shortening, whipped toppings, margarine, and confections. Synthesis of diacylglycerol begins with glycerol-3-phosphate, which is derived primarily from dihydroxyacetone phosphate, a product of glycolysis (usually in the cytoplasm of liver or adipose tissue cells). Glycerol-3-phosphate is first acylated with acyl-coenzyme A (acyl-CoA) to form lysophosphatidic acid, which is then acylated with another molecule of acyl-CoA to yield phosphatidic acid. Phosphatidic acid is then de-phosphorylated to form diacylglycerol.Diacylglycerols are precursors to triacylglycerols (triglyceride), which are formed by the addition of a third fatty acid to the diacylglycerol under the catalysis of diglyceride acyltransferase. Since diacylglycerols are synthesized via phosphatidic acid, they will usually contain a saturated fatty acid at the C-1 position on the glycerol moiety and an unsaturated fatty acid at the C-2 position.	C43H84O5		None	None	None	7.612	6.952	9.103	8.962	10.39	7.215	
680.4936384_MZ	Phosphatidylethanolamine (15:0/P-16:0)	Un	1.0	None	None	None	None	PE(15:0/P-16:0) is a phosphatidylethanolamine (PE or GPEtn). It is a glycerophospholipid in which a phosphorylethanolamine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PE(15:0/P-16:0), in particular, consists of one chain of pentadecanoic acid at the C-1 position and one chain of plasmalogen 16:0 at the C-2 position. The pentadecanoic acid moiety is derived from dairy products and milk fat, while the plasmalogen 16:0 moiety is derived from animal fats, liver and kidney. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PEs are neutral zwitterions at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PE synthesis can occur via two pathways. The first requires that ethanolamine be activated by phosphorylation and then coupled to CDP. The ethanolamine is then transferred from CDP-ethanolamine to phosphatidic acid to yield PE. The second involves the decarboxylation of PS. Plasmalogens are glycerol ether phospholipids. They are of two types, alkyl ether (-O-CH2-) and alkenyl ether (-O-CH=CH-). Dihydroxyacetone phosphate (DHAP) serves as the glycerol precursor for the synthesis of plasmalogens. Three major classes of plasmalogens have been identified: choline, ethanolamine and serine derivatives. Ethanolamine plasmalogen is prevalent in myelin. Choline plasmalogen is abundant in cardiac tissue. Usually, the highest proportion of the plasmalogen form is in the ethanolamine class with rather less in choline, and commonly little or none in other phospholipids such as phosphatidylinositol. In choline plasmalogens of most tissues, a higher proportion is often of the O-alkyl rather than the O-alkenyl form, but the reverse tends to be true in heart lipids. In animal tissues, the alkyl and alkenyl moieties in both non-polar and phospholipids tend to be rather simple in composition with 16:0, 18:0 and 18:1 (double bond in position 9) predominating. Ether analogues of triacylglycerols, i.e. 1-alkyldiacyl-sn-glycerols, are present at trace levels only if at all in most animal tissues, but they can be major components of some marine lipids.	C36H72NO7P		None	None	None	11.694	10.882	10.265	11.386	12.032	11.12	12.143	12.087	10.785	11.458	11.067	10.722	12.15	10.604	12.012	12.671	10.26	12.0	10.543	9.76	11.044	11.578	11.197	10.762	10.629	10.806	12.093	10.94	11.332	12.489	12.928	12.251	11.296	10.148	10.913	11.707	10.449	10.691	10.87	
